chapter_number,chapter_title,article_number,article_id,article_title,paragraph_number,paragraph_id,point_number,text
3,High-risk ai systems,2,3.2,Amendments to annex iii,3,3.2.3,1,"2. When assessing the condition under paragraph 1, point (b),, the Commission shall take into 
account the following criteria:"
3,High-risk ai systems,2,3.2,Amendments to annex iii,3,3.2.3,2,(a) the intended purpose of the AI system;
3,High-risk ai systems,2,3.2,Amendments to annex iii,3,3.2.3,3,(b) the extent to which an AI system has been used or is likely to be used;
3,High-risk ai systems,2,3.2,Amendments to annex iii,3,3.2.3,4,"(c) the nature and amount of the data processed and used by the AI system, in 
particular whether special categories of personal data are processed;"
3,High-risk ai systems,2,3.2,Amendments to annex iii,3,3.2.3,5,"(d) the extent to which the AI system acts autonomously and the possibility for a 
human to override a decision or recommendations that may lead to potential harm;"
3,High-risk ai systems,2,3.2,Amendments to annex iii,3,3.2.3,6,"(e) the extent to which the use of an AI system has already caused harm to  health and 
safety, has had an adverse impact on  fundamental rights or has given rise to 
significant concerns in relation to the likelihood of such harm or adverse impact, as 
demonstrated, for example, by reports or documented allegations submitted to 
national competent authorities or by other reports, as appropriate;"
3,High-risk ai systems,2,3.2,Amendments to annex iii,3,3.2.3,7,"(f) the potential extent of such harm or such adverse impact, in particular in terms of its 
intensity and its ability to affect multiple persons or to disproportionately affect a 
particular group of persons;"
3,High-risk ai systems,2,3.2,Amendments to annex iii,3,3.2.3,8,"(g) the extent to which persons who are potentially harmed or suffer an adverse impact 
are dependent on the outcome produced with an AI system, in particular because for 
practical or legal reasons it is not reasonably possible to opt-out from that outcome;"
3,High-risk ai systems,2,3.2,Amendments to annex iii,3,3.2.3,9,"(h) the extent to which there is an imbalance of power, or the persons who are 
potentially harmed or suffer an adverse impact are in a vulnerable position in relation 
to the deployer of an AI system, in particular due to status, authority, knowledge, 
economic or social circumstances, or age;"
3,High-risk ai systems,2,3.2,Amendments to annex iii,3,3.2.3,10,"(i) the extent to which the outcome produced involving an AI system is easily corrigible 
or reversible, taking into account the technical solutions available to correct or 
reverse it, whereby outcomes having an adverse impact on  health, safety or 
fundamental rights, shall not be considered to be easily corrigible or reversible;"
3,High-risk ai systems,2,3.2,Amendments to annex iii,3,3.2.3,11,"(j) the magnitude and likelihood of benefit of the deployment of the AI system for 
individuals, groups, or society at large, including possible improvements in product 
safety;"
3,High-risk ai systems,2,3.2,Amendments to annex iii,3,3.2.3,12,(k) the extent to which existing Union law provides for:
3,High-risk ai systems,2,3.2,Amendments to annex iii,3,3.2.3,13,"(i) effective measures of redress in relation to the risks posed by an AI system, 
with the exclusion of claims for damages;
(ii) effective measures to prevent or substantially minimise those risks."
3,High-risk ai systems,2,3.2,Amendments to annex iii,4,3.2.4,1,"3. The Commission shall adopt delegated acts in accordance with Article 97 to amend the 
list in Annex III by removing high-risk AI systems where both of the following 
conditions are fulfilled:"
3,High-risk ai systems,2,3.2,Amendments to annex iii,4,3.2.4,2,"(a) the high-risk AI system concerned no longer poses any significant risks to 
fundamental rights, health or safety, taking into account the criteria listed in 
paragraph 2;"
3,High-risk ai systems,2,3.2,Amendments to annex iii,4,3.2.4,3,"(b) the deletion does not decrease the overall level of protection of health, safety and 
fundamental rights under Union law.
Section 2
Requirements for high-risk AI systems"
3,High-risk ai systems,3,3.3,Compliance with the requirements,1,3.3.1,1,"Article 8
Compliance with the requirements"
3,High-risk ai systems,3,3.3,Compliance with the requirements,2,3.3.2,1,"1. High-risk AI systems shall comply with the requirements laid down in this Section, taking 
into account their intended purposes as well as the generally acknowledged state of the 
art on AI and AI-related technologies. The risk management system referred to in 
Article 9 shall be taken into account when ensuring compliance with those 
requirements."
3,High-risk ai systems,3,3.3,Compliance with the requirements,3,3.3.3,1,"2. Where a product contains an AI system, to which the requirements of this Regulation as 
well as requirements of the Union harmonisation legislation listed in Section A of Annex 
I apply, providers shall be responsible for ensuring that their product is fully compliant 
with all applicable requirements required under applicable Union harmonisation 
legislation. In ensuring the compliance of high-risk AI systems referred to in paragraph"
3,High-risk ai systems,3,3.3,Compliance with the requirements,4,3.3.4,1,"1 with the requirements set out in this Section, and in order to ensure consistency, avoid 
duplications and minimise additional burdens, providers shall have a choice of 
integrating, as appropriate, the necessary testing and reporting processes, information 
and documentation they provide with regard to their product into documentation and 
procedures that already exist and are required under the Union harmonisation 
legislation listed in Section A of Annex I,."
3,High-risk ai systems,4,3.4,Risk management system,1,3.4.1,1,"Article 9
Risk management system"
3,High-risk ai systems,4,3.4,Risk management system,2,3.4.2,1,"1. A risk management system shall be established, implemented, documented and maintained 
in relation to high-risk AI systems."
3,High-risk ai systems,4,3.4,Risk management system,3,3.4.3,1,"2. The risk management system shall be understood as a continuous iterative process 
planned and run throughout the entire lifecycle of a high-risk AI system, requiring regular 
systematic review and updating. It shall comprise the following steps:"
3,High-risk ai systems,4,3.4,Risk management system,3,3.4.3,2,"(a) the identification and analysis of the known and the reasonably foreseeable risks 
that the high-risk AI system can pose to health, safety or fundamental rights when 
the high-risk AI system is used in accordance with its intended purpose;"
3,High-risk ai systems,4,3.4,Risk management system,3,3.4.3,3,"(b) the estimation and evaluation of the risks that may emerge when the high-risk AI 
system is used in accordance with its intended purpose, and under conditions of 
reasonably foreseeable misuse;"
3,High-risk ai systems,4,3.4,Risk management system,3,3.4.3,4,"(c) the evaluation of other risks possibly arising, based on the analysis of data gathered 
from the post-market monitoring system referred to in Article 72;"
3,High-risk ai systems,4,3.4,Risk management system,3,3.4.3,5,"(d) the adoption of appropriate and targeted risk management measures designed to 
address the risks identified pursuant to point (a) ."
3,High-risk ai systems,4,3.4,Risk management system,4,3.4.4,1,"3. The risks referred to in this Article shall concern only those which may be reasonably 
mitigated or eliminated through the development or design of the high-risk AI system, or 
the provision of adequate technical information."
3,High-risk ai systems,4,3.4,Risk management system,5,3.4.5,1,"4. The risk management measures referred to in paragraph 2, point (d), shall give due 
consideration to the effects and possible interaction resulting from the combined 
application of the requirements set out in this Section, with a view to minimising risks 
more effectively while achieving an appropriate balance in implementing the measures 
to fulfil those requirements."
3,High-risk ai systems,4,3.4,Risk management system,6,3.4.6,1,"5. The risk management measures referred to in paragraph 2, point (d), shall be such that the 
relevant residual risk associated with each hazard, as well as the overall residual risk of the 
high-risk AI systems is judged to be acceptable.
In identifying the most appropriate risk management measures, the following shall be 
ensured:"
3,High-risk ai systems,4,3.4,Risk management system,6,3.4.6,2,"(a) elimination or reduction of identified and evaluated risks pursuant to paragraph 2 
as far as technically feasible through adequate design and development of the high-
risk AI system;"
3,High-risk ai systems,4,3.4,Risk management system,6,3.4.6,3,"(b) where appropriate, implementation of adequate mitigation and control measures 
addressing risks that cannot be eliminated;"
3,High-risk ai systems,4,3.4,Risk management system,6,3.4.6,4,"(c) provision of information required pursuant to Article 13 and, where appropriate, 
training to deployers. 
With a view to eliminating or reducing risks related to the use of the high-risk AI system, 
due consideration shall be given to the technical knowledge, experience, education, the 
training to be expected by the deployer, and the presumable context in which the system is 
intended to be used."
3,High-risk ai systems,4,3.4,Risk management system,7,3.4.7,1,"6. High-risk AI systems shall be tested for the purpose of identifying the most appropriate 
and targeted risk management measures. Testing shall ensure that high-risk AI systems 
perform consistently for their intended purpose and that they are in compliance with the 
requirements set out in this Section."
3,High-risk ai systems,4,3.4,Risk management system,8,3.4.8,1,"7. Testing procedures may include testing in real-world conditions in accordance with 
Article 60."
3,High-risk ai systems,4,3.4,Risk management system,9,3.4.9,1,"8. The testing of high-risk AI systems shall be performed, as appropriate, at any time 
throughout the development process, and, in any event, prior to their being placed on the 
market or put into service. Testing shall be carried out against prior defined metrics and 
probabilistic thresholds that are appropriate to the intended purpose of the high-risk AI 
system."
3,High-risk ai systems,4,3.4,Risk management system,10,3.4.10,1,"9. When implementing the risk management system as provided for in paragraphs 1 to 7, 
providers shall give consideration to whether in view of its intended purpose the high-risk 
AI system is likely to have an adverse impact on persons under the age of 18 and, as 
appropriate, other groups of vulnerable persons."
3,High-risk ai systems,4,3.4,Risk management system,11,3.4.11,1,"10. For providers of high-risk AI systems that are subject to requirements regarding internal 
risk management processes under other relevant provisions of Union law, the aspects 
provided in paragraphs 1 to 9 may be part of, or combined with, the risk management 
procedures established  pursuant to that law."
3,High-risk ai systems,5,3.5,Data and data governance,1,3.5.1,1,"Article 10
Data and data governance"
3,High-risk ai systems,5,3.5,Data and data governance,2,3.5.2,1,"1. High-risk AI systems which make use of techniques involving the training of AI models 
with data shall be developed on the basis of training, validation and testing data sets that 
meet the quality criteria referred to in paragraphs 2 to 5 whenever such data sets are used."
3,High-risk ai systems,5,3.5,Data and data governance,3,3.5.3,1,"2. Training, validation and testing data sets shall be subject to data governance and 
management practices appropriate for the intended purpose of the high-risk AI system. 
Those practices shall concern in particular:"
3,High-risk ai systems,5,3.5,Data and data governance,3,3.5.3,2,(a) the relevant design choices;
3,High-risk ai systems,5,3.5,Data and data governance,3,3.5.3,3,"(b) data collection processes and the origin of data, and in the case of personal data, 
the original purpose of the data collection;"
3,High-risk ai systems,5,3.5,Data and data governance,3,3.5.3,4,"(c) relevant data-preparation processing operations, such as annotation, labelling, 
cleaning, updating, enrichment and aggregation;"
3,High-risk ai systems,5,3.5,Data and data governance,3,3.5.3,5,"(d) the formulation of  assumptions, in particular with respect to the information that 
the data are supposed to measure and represent;"
3,High-risk ai systems,5,3.5,Data and data governance,3,3.5.3,6,"(e) an assessment of the availability, quantity and suitability of the data sets that are 
needed;"
3,High-risk ai systems,5,3.5,Data and data governance,3,3.5.3,7,"(f) examination in view of possible biases that are likely to affect the health and safety 
of persons, have a negative impact on fundamental rights or lead to discrimination 
prohibited under Union law, especially where data outputs influence inputs for 
future operations;"
3,High-risk ai systems,5,3.5,Data and data governance,3,3.5.3,8,"(g) appropriate measures to detect, prevent and mitigate possible biases identified 
according to point (f);"
3,High-risk ai systems,5,3.5,Data and data governance,3,3.5.3,9,"(h) the identification of relevant data gaps or shortcomings that prevent compliance 
with this Regulation, and how those gaps and shortcomings can be addressed."
3,High-risk ai systems,5,3.5,Data and data governance,4,3.5.4,1,"3. Training, validation and testing data sets shall be relevant, sufficiently representative, and 
to the best extent possible, free of errors and complete in view of the intended purpose. 
They shall have the appropriate statistical properties, including, where applicable, as 
regards the persons or groups of persons in relation to whom the high-risk AI system is 
intended to be used. Those characteristics of the data sets may be met at the level of 
individual data sets or at the level of a combination thereof."
3,High-risk ai systems,5,3.5,Data and data governance,5,3.5.5,1,"4. Data sets shall take into account, to the extent required by the intended purpose, the 
characteristics or elements that are particular to the specific geographical, contextual, 
behavioural or functional setting within which the high-risk AI system is intended to be 
used."
3,High-risk ai systems,5,3.5,Data and data governance,6,3.5.6,1,"5. To the extent that it is strictly necessary for the purpose of ensuring bias  detection and 
correction in relation to the high-risk AI systems in accordance with paragraph (2), points"
3,High-risk ai systems,5,3.5,Data and data governance,6,3.5.6,2,"(f) and (g) of this Article, the providers of such systems may exceptionally process special 
categories of personal data, subject to appropriate safeguards for the fundamental rights 
and freedoms of natural persons. In addition to the provisions set out in Regulation (EU) 
2016/679, Directive (EU) 2016/680 and Regulation (EU) 2018/1725, all the following 
conditions shall apply in order for such processing to occur:"
3,High-risk ai systems,5,3.5,Data and data governance,6,3.5.6,3,"(a) the bias detection and correction cannot be effectively fulfilled by processing other 
data, including synthetic or anonymised data;"
3,High-risk ai systems,5,3.5,Data and data governance,6,3.5.6,4,"(b) the special categories of personal data are subject to technical limitations on the 
re-use of the personal data, and state of the art security and privacy-preserving 
measures, including pseudonymisation;"
3,High-risk ai systems,5,3.5,Data and data governance,6,3.5.6,5,"(c) the special categories of personal data are subject to measures to ensure that the 
personal data processed are secured, protected, subject to suitable safeguards, 
including strict controls and documentation of the access, to avoid misuse and 
ensure that only authorised persons with appropriate confidentiality obligations 
have access to those personal data;"
3,High-risk ai systems,5,3.5,Data and data governance,6,3.5.6,6,"(d) the personal data in the special categories of personal data are not to be 
transmitted, transferred or otherwise accessed by other parties;"
3,High-risk ai systems,5,3.5,Data and data governance,6,3.5.6,7,"(e) the personal data in the special categories of personal data are deleted once the 
bias has been corrected or the personal data has reached the end of its retention 
period, whichever comes first;"
3,High-risk ai systems,5,3.5,Data and data governance,6,3.5.6,8,"(f) the records of processing activities pursuant to Regulations (EU) 2016/679 and 
(EU) 2018/1725 and Directive (EU) 2016/680include the reasons why the 
processing of special categories of personal data was strictly necessary to detect 
and correct biases, and why that objective could not be achieved by processing 
other data."
3,High-risk ai systems,5,3.5,Data and data governance,7,3.5.7,1,"6. For the development of high-risk AI systems not using techniques involving the training 
of AI models, paragraphs 2 to 5 apply only to the testing data sets."
3,High-risk ai systems,6,3.6,Technical documentation,1,3.6.1,1,"Article 11
Technical documentation"
3,High-risk ai systems,6,3.6,Technical documentation,2,3.6.2,1,"1. The technical documentation of a high-risk AI system shall be drawn up before that system 
is placed on the market or put into service and shall be kept up-to date.
The technical documentation shall be drawn up in such a way as to demonstrate that the 
high-risk AI system complies with the requirements set out in this Section and to provide 
national competent authorities and notified bodies with the necessary information in a 
clear and comprehensive form to assess the compliance of the AI system with those 
requirements. It shall contain, at a minimum, the elements set out in Annex IV. SMEs, 
including start-ups, may provide the elements of the technical documentation specified 
in Annex IV in a simplified manner. For this purpose, the Commission shall establish a 
simplified technical documentation form targeted at the needs of small and 
microenterprises. Where an SME, including a start-up, opts to provide the information 
required in Annex IV in a simplified manner, it shall use the form referred to in this 
paragraph. Notified bodies shall accept the form for the purposes of the conformity 
assessment."
3,High-risk ai systems,6,3.6,Technical documentation,3,3.6.3,1,"2. Where a high-risk AI system related to a product covered by the Union harmonisation 
legislation listed in Section A of Annex I is placed on the market or put into service, a 
single set of technical documentation shall be drawn up containing all the information set 
out in paragraph 1, as well as the information required under those legal acts."
3,High-risk ai systems,6,3.6,Technical documentation,4,3.6.4,1,"3. The Commission shall adopt delegated acts in accordance with Article 97 to amend Annex 
IV where necessary to ensure that, in the light of technical progress, the technical 
documentation provides all the information necessary to assess the compliance of the 
system with the requirements set out in this Section."
3,High-risk ai systems,7,3.7,Record-keeping,1,3.7.1,1,"Article 12
Record-keeping"
3,High-risk ai systems,7,3.7,Record-keeping,2,3.7.2,1,"1. High-risk AI systems shall technically allow for the automatic recording of events (‘logs’) 
over their lifetime."
3,High-risk ai systems,7,3.7,Record-keeping,3,3.7.3,1,"2. In order to ensure a level of traceability of the functioning of a high-risk AI system  that 
is appropriate to the intended purpose of the system, logging capabilities shall enable the 
recording of events relevant for:"
3,High-risk ai systems,7,3.7,Record-keeping,3,3.7.3,2,"(a) identifying situations that may result in the high-risk AI system presenting a risk 
within the meaning of Article 79(1) or in a substantial modification;"
3,High-risk ai systems,7,3.7,Record-keeping,3,3.7.3,3,(b) facilitating the post-market monitoring referred to in Article 72; and
3,High-risk ai systems,7,3.7,Record-keeping,3,3.7.3,4,(c) monitoring the operation of high-risk AI systems referred to in Article 26(6).
3,High-risk ai systems,7,3.7,Record-keeping,4,3.7.4,1,"3. For high-risk AI systems referred to in point 1 (a) of Annex III, the logging capabilities 
shall provide, at a minimum:"
3,High-risk ai systems,7,3.7,Record-keeping,4,3.7.4,2,"(a) recording of the period of each use of the system (start date and time and end date 
and time of each use);"
3,High-risk ai systems,7,3.7,Record-keeping,4,3.7.4,3,(b) the reference database against which input data has been checked by the system;
3,High-risk ai systems,7,3.7,Record-keeping,4,3.7.4,4,(c) the input data for which the search has led to a match;
3,High-risk ai systems,7,3.7,Record-keeping,4,3.7.4,5,"(d) the identification of the natural persons involved in the verification of the results, as 
referred to in Article 14(5)."
3,High-risk ai systems,8,3.8,Transparency and provision of information to deployers,1,3.8.1,1,"Article 13
Transparency and provision of information to deployers"
3,High-risk ai systems,8,3.8,Transparency and provision of information to deployers,2,3.8.2,1,"1. High-risk AI systems shall be designed and developed in such a way as to ensure that their 
operation is sufficiently transparent to enable deployers to interpret a system’s output and 
use it appropriately. An appropriate type and degree of transparency shall be ensured  
with a view to achieving compliance with the relevant obligations of the provider and 
deployer set out in Section 3."
3,High-risk ai systems,8,3.8,Transparency and provision of information to deployers,3,3.8.3,1,"2. High-risk AI systems shall be accompanied by instructions for use in an appropriate digital 
format or otherwise that include concise, complete, correct and clear information that is 
relevant, accessible and comprehensible to deployers."
3,High-risk ai systems,8,3.8,Transparency and provision of information to deployers,4,3.8.4,1,3. The instructions for use shall contain at least the following information:
3,High-risk ai systems,8,3.8,Transparency and provision of information to deployers,4,3.8.4,2,"(a) the identity and the contact details of the provider and, where applicable, of its 
authorised representative;"
3,High-risk ai systems,8,3.8,Transparency and provision of information to deployers,4,3.8.4,3,"(b) the characteristics, capabilities and limitations of performance of the high-risk AI 
system, including:"
3,High-risk ai systems,8,3.8,Transparency and provision of information to deployers,4,3.8.4,4,"(i) its intended purpose;
(ii) the level of accuracy, including its metrics, robustness and cybersecurity 
referred to in Article 15 against which the high-risk AI system has been tested 
and validated and which can be expected, and any known and foreseeable 
circumstances that may have an impact on that expected level of accuracy, 
robustness and cybersecurity;
(iii) any known or foreseeable circumstance, related to the use of the high-risk AI 
system in accordance with its intended purpose or under conditions of 
reasonably foreseeable misuse, which may lead to risks to the health and safety 
or fundamental rights referred to in Article 9(2);
(iv) where applicable, the technical capabilities and characteristics of the high-
risk AI system to provide information that is relevant to explain its output;
(v) when appropriate, its performance regarding specific persons or groups of 
persons on which the system is intended to be used;
(vi) when appropriate, specifications for the input data, or any other relevant 
information in terms of the training, validation and testing data sets used, 
taking into account the intended purpose of the high-risk AI system;
(vii) where applicable, information to enable deployers to interpret the output of 
the high-risk AI system and use it appropriately;
(i) its intended purpose;
(ii) the level of accuracy, including its metrics, robustness and cybersecurity 
referred to in Article 15 against which the high-risk AI system has been tested 
and validated and which can be expected, and any known and foreseeable 
circumstances that may have an impact on that expected level of accuracy, 
robustness and cybersecurity;
(iii) any known or foreseeable circumstance, related to the use of the high-risk AI 
system in accordance with its intended purpose or under conditions of 
reasonably foreseeable misuse, which may lead to risks to the health and safety 
or fundamental rights referred to in Article 9(2);
(iv) where applicable, the technical capabilities and characteristics of the high-
risk AI system to provide information that is relevant to explain its output;
(v) when appropriate, its performance regarding specific persons or groups of 
persons on which the system is intended to be used;
(vi) when appropriate, specifications for the input data, or any other relevant 
information in terms of the training, validation and testing data sets used, 
taking into account the intended purpose of the high-risk AI system;
(vii) where applicable, information to enable deployers to interpret the output of 
the high-risk AI system and use it appropriately;"
3,High-risk ai systems,8,3.8,Transparency and provision of information to deployers,4,3.8.4,5,"(c) the changes to the high-risk AI system and its performance which have been pre-
determined by the provider at the moment of the initial conformity assessment, if 
any;"
3,High-risk ai systems,8,3.8,Transparency and provision of information to deployers,4,3.8.4,6,"(d) the human oversight measures referred to in Article 14, including the technical 
measures put in place to facilitate the interpretation of the outputs of the high-risk AI 
systems by the deployers;"
3,High-risk ai systems,8,3.8,Transparency and provision of information to deployers,4,3.8.4,7,"(e) the computational and hardware resources needed, the expected lifetime of the 
high-risk AI system and any necessary maintenance and care measures, including 
their frequency, to ensure the proper functioning of that AI system, including as 
regards software updates;"
3,High-risk ai systems,8,3.8,Transparency and provision of information to deployers,4,3.8.4,8,"(f) where relevant, a description of the mechanisms included within the high-risk AI 
system that allows deployers to properly collect, store and interpret the logs in 
accordance with Article 12."
3,High-risk ai systems,9,3.9,Human oversight,1,3.9.1,1,"Article 14
Human oversight"
3,High-risk ai systems,9,3.9,Human oversight,2,3.9.2,1,"1. High-risk AI systems shall be designed and developed in such a way, including with 
appropriate human-machine interface tools, that they can be effectively overseen by natural 
persons during the period in which they are in use."
3,High-risk ai systems,9,3.9,Human oversight,3,3.9.3,1,"2. Human oversight shall aim to prevent or minimise the risks to health, safety or 
fundamental rights that may emerge when a high-risk AI system is used in accordance with 
its intended purpose or under conditions of reasonably foreseeable misuse, in particular 
where such risks persist despite the application of other requirements set out in this 
Section."
3,High-risk ai systems,9,3.9,Human oversight,4,3.9.4,1,"3. The oversight measures shall be commensurate to the risks, level of autonomy and 
context of use of the high-risk AI system, and shall be ensured through either one or both 
of the following types of measures:"
3,High-risk ai systems,9,3.9,Human oversight,4,3.9.4,2,"(a) measures identified and built, when technically feasible, into the high-risk AI system 
by the provider before it is placed on the market or put into service;"
3,High-risk ai systems,9,3.9,Human oversight,4,3.9.4,3,"(b) measures identified by the provider before placing the high-risk AI system on the 
market or putting it into service and that are appropriate to be implemented by the 
deployer."
3,High-risk ai systems,9,3.9,Human oversight,5,3.9.5,1,"4. For the purpose of implementing paragraphs 1, 2 and 3, the high-risk AI system shall be 
provided to the user in such a way that natural persons to whom human oversight is 
assigned are enabled, as appropriate and proportionate to the following circumstances:"
3,High-risk ai systems,9,3.9,Human oversight,5,3.9.5,2,"(a) to properly understand the relevant capacities and limitations of the high-risk AI 
system and be able to duly monitor its operation, including in view of detecting and 
addressing anomalies, dysfunctions and unexpected performance ;"
3,High-risk ai systems,9,3.9,Human oversight,5,3.9.5,3,"(b) to remain aware of the possible tendency of automatically relying or over-relying on 
the output produced by a high-risk AI system (‘automation bias’), in particular for 
high-risk AI systems used to provide information or recommendations for decisions 
to be taken by natural persons;"
3,High-risk ai systems,9,3.9,Human oversight,5,3.9.5,4,"(c)  to correctly interpret the high-risk AI system’s output, taking into account, for 
example, the interpretation tools and methods available;"
3,High-risk ai systems,9,3.9,Human oversight,5,3.9.5,5,"(d)  to decide, in any particular situation, not to use the high-risk AI system or to 
otherwise disregard, override or reverse the output of the high-risk AI system;"
3,High-risk ai systems,9,3.9,Human oversight,5,3.9.5,6,"(e)  to intervene in the operation of the high-risk AI system or interrupt the system 
through a ‘stop’ button or a similar procedure that allows the system to come to a 
halt in a safe state."
3,High-risk ai systems,9,3.9,Human oversight,6,3.9.6,1,"5. For high-risk AI systems referred to in point 1(a) of Annex III, the measures referred to in 
paragraph 3 of this Article shall be such as to ensure that, in addition, no action or decision 
is taken by the deployer on the basis of the identification resulting from the system unless 
that identification has been separately verified and confirmed by at least two natural 
persons with the necessary competence, training and authority.
The requirement for a separate verification by at least two natural persons shall not 
apply to high-risk AI systems used for the purposes of law enforcement, migration, 
border control or asylum, where Union or national law considers the application of this 
requirement to be disproportionate."
3,High-risk ai systems,10,3.10,"Accuracy, robustness and cybersecurity",1,3.10.1,1,"Article 15
Accuracy, robustness and cybersecurity"
3,High-risk ai systems,10,3.10,"Accuracy, robustness and cybersecurity",2,3.10.2,1,"1. High-risk AI systems shall be designed and developed in such a way that they achieve  
an appropriate level of accuracy, robustness, and cybersecurity, and that they perform 
consistently in those respects throughout their lifecycle."
3,High-risk ai systems,10,3.10,"Accuracy, robustness and cybersecurity",3,3.10.3,1,"2. To address the technical aspects of how to measure the appropriate levels of accuracy 
and robustness set out in paragraph 1 and any other relevant performance metrics, the 
Commission shall, in cooperation with relevant stakeholder and organisations such as 
metrology and benchmarking authorities, encourage, as appropriate, the development of 
benchmarks and measurement methodologies."
3,High-risk ai systems,10,3.10,"Accuracy, robustness and cybersecurity",4,3.10.4,1,"3. The levels of accuracy and the relevant accuracy metrics of high-risk AI systems shall be 
declared in the accompanying instructions of use."
3,High-risk ai systems,10,3.10,"Accuracy, robustness and cybersecurity",5,3.10.5,1,"4. High-risk AI systems shall be as resilient as possible regarding errors, faults or 
inconsistencies that may occur within the system or the environment in which the system 
operates, in particular due to their interaction with natural persons or other systems. 
Technical and organisational measures shall be taken towards this regard.
The robustness of high-risk AI systems may be achieved through technical redundancy 
solutions, which may include backup or fail-safe plans.
High-risk AI systems that continue to learn after being placed on the market or put into 
service shall be developed in such a way as to eliminate or reduce as far as possible the 
risk of possibly biased outputs influencing input for future operations (‘feedback loops’), 
and as to ensure that any such feedback loops are duly addressed with appropriate 
mitigation measures."
3,High-risk ai systems,10,3.10,"Accuracy, robustness and cybersecurity",6,3.10.6,1,"5. High-risk AI systems shall be resilient against attempts by unauthorised third parties to 
alter their use, outputs or performance by exploiting system vulnerabilities.
The technical solutions aiming to ensure the cybersecurity of high-risk AI systems shall be 
appropriate to the relevant circumstances and the risks.
The technical solutions to address AI specific vulnerabilities shall include, where 
appropriate, measures to prevent, detect, respond to, resolve and control for attacks trying 
to manipulate the training data set (‘data poisoning’), or pre-trained components used in 
training (‘model poisoning’), inputs designed to cause the AI model to make a mistake 
(‘adversarial examples’ or ‘model evasion’), confidentiality attacks or model flaws.
Section 3
Obligations of providers and deployers of high-risk AI systems and 
other parties"
3,High-risk ai systems,11,3.11,Obligations of providers of high-risk ai systems,1,3.11.1,1,"Article 16
Obligations of providers of high-risk AI systems 
Providers of high-risk AI systems shall:"
3,High-risk ai systems,11,3.11,Obligations of providers of high-risk ai systems,1,3.11.1,2,"(a) ensure that their high-risk AI systems are compliant with the requirements set out in 
Section 2;"
3,High-risk ai systems,11,3.11,Obligations of providers of high-risk ai systems,1,3.11.1,3,"(b) indicate on the high-risk AI system or, where that is not possible, on its packaging or its 
accompanying documentation, as applicable their name, registered trade name or 
registered trade mark, the address at which they can be contacted;"
3,High-risk ai systems,11,3.11,Obligations of providers of high-risk ai systems,1,3.11.1,4,(c) have a quality management system in place which complies with Article 17;
3,High-risk ai systems,11,3.11,Obligations of providers of high-risk ai systems,1,3.11.1,5,(d) keep the documentation referred to in Article 18;
3,High-risk ai systems,11,3.11,Obligations of providers of high-risk ai systems,1,3.11.1,6,"(e) when under their control, keep the logs automatically generated by their high-risk AI 
systems as referred to in Article 19;"
3,High-risk ai systems,11,3.11,Obligations of providers of high-risk ai systems,1,3.11.1,7,"(f) ensure that the high-risk AI system undergoes the relevant conformity assessment 
procedure as referred to in Article 43, prior to its being placed on the market or put into 
service;"
3,High-risk ai systems,11,3.11,Obligations of providers of high-risk ai systems,1,3.11.1,8,(g) draw up an EU declaration of conformity in accordance with Article 47;
3,High-risk ai systems,11,3.11,Obligations of providers of high-risk ai systems,1,3.11.1,9,"(h) affix the CE marking to the high-risk AI system or, where that is not possible, on its 
packaging or its accompanying documentation, to indicate conformity with this 
Regulation, in accordance with Article 48;"
3,High-risk ai systems,11,3.11,Obligations of providers of high-risk ai systems,1,3.11.1,10,(i) comply with the registration obligations referred to in Article 49(1);
3,High-risk ai systems,11,3.11,Obligations of providers of high-risk ai systems,1,3.11.1,11,(j) take the necessary corrective actions and provide information as required in Article 20;
3,High-risk ai systems,11,3.11,Obligations of providers of high-risk ai systems,1,3.11.1,12,"(k) upon a reasoned request of a national competent authority, demonstrate the conformity of 
the high-risk AI system with the requirements set out in Section 2;"
3,High-risk ai systems,11,3.11,Obligations of providers of high-risk ai systems,1,3.11.1,13,"(l) ensure that the high-risk AI system complies with accessibility requirements in 
accordance with Directives (EU) 2016/2102 and (EU) 2019/882."
3,High-risk ai systems,12,3.12,Quality management system,1,3.12.1,1,"Article 17
Quality management system"
3,High-risk ai systems,12,3.12,Quality management system,2,3.12.2,1,"1. Providers of high-risk AI systems shall put a quality management system in place that 
ensures compliance with this Regulation. That system shall be documented in a systematic 
and orderly manner in the form of written policies, procedures and instructions, and shall 
include at least the following aspects:"
3,High-risk ai systems,12,3.12,Quality management system,2,3.12.2,2,"(a) a strategy for regulatory compliance, including compliance with conformity 
assessment procedures and procedures for the management of modifications to the 
high-risk AI system;"
3,High-risk ai systems,12,3.12,Quality management system,2,3.12.2,3,"(b) techniques, procedures and systematic actions to be used for the design, design 
control and design verification of the high-risk AI system;"
3,High-risk ai systems,12,3.12,Quality management system,2,3.12.2,4,"(c) techniques, procedures and systematic actions to be used for the development, 
quality control and quality assurance of the high-risk AI system;"
3,High-risk ai systems,12,3.12,Quality management system,2,3.12.2,5,"(d) examination, test and validation procedures to be carried out before, during and after 
the development of the high-risk AI system, and the frequency with which they have 
to be carried out;"
